Name,Link,Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Keurmerken,Toegankelijkheid,Soort garage,Postal Code Generic,PostalCode,Latitude,Longitude,Price,Sale type,Price per m2,Surface
Egidiusstraat 105 I,https://www.funda.nl/koop/amsterdam/appartement-41465379-egidiusstraat-105-i/?navigateSource=resultlist,€ 379.000 k.k.,€ 5.338,4 weken,Verkocht onder voorbehoud,In overleg,€ 155 per maand,Bovenwoning (appartement),Bestaande bouw,1950,-,71 m²,6 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,1e woonlaag,TV kabel,D Wat betekent dit?,Dubbel glas,Cv-ketel,1055GR,-,-,-,1055,1055GR,52.37867,4.85198,379000,K.K.,5338,71
Heer Halewijnstraat 3 II,https://www.funda.nl/koop/amsterdam/appartement-41457913-heer-halewijnstraat-3-ii/?navigateSource=resultlist,€ 350.000 k.k.,€ 6.140,5 weken,Verkocht onder voorbehoud,In overleg,€ 138 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,57 m²,15 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,Niet beschikbaar,Dubbel glas,Cv-ketel,1055SN,-,-,-,1055,1055SN,52.3778,4.854419999999998,350000,K.K.,6140,57
Loenermark 561,https://www.funda.nl/koop/amsterdam/appartement-40347332-loenermark-561/?navigateSource=resultlist,€ 300.000 k.k.,€ 3.093,6 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning,Bestaande bouw,1975,-,97 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Mechanische ventilatie en lift,"D 1,78 Wat betekent dit?","Muurisolatie, vloerisolatie en dubbel glas",Stadsverwarming,1025TX,-,-,Parkeerplaats,1025,1025TX,52.39918,4.93041,300000,K.K.,3093,97
Max Planckstraat 19 I,https://www.funda.nl/koop/amsterdam/appartement-40346962-max-planckstraat-19-i/?navigateSource=resultlist,€ 400.000 k.k.,€ 5.333,6 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1957,-,75 m²,7 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,4 woonlagen,2e woonlaag,-,Niet beschikbaar,Dubbel glas,Cv-ketel,1098TS,-,-,-,1098,1098TS,52.35196,4.94572,400000,K.K.,5333,75
Banne Buikslootlaan 115 -A,https://www.funda.nl/koop/amsterdam/appartement-40333216-banne-buikslootlaan-115-a/?navigateSource=resultlist,€ 300.000 k.k.,€ 4.110,7 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2014,Plat dak bedekt met bitumineuze dakbedekking,73 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,A Wat betekent dit?,-,Stadsverwarming,1034AB,-,-,-,1034,1034AB,52.408157,4.913368,300000,K.K.,4110,73
Maria Austriastraat 730,https://www.funda.nl/koop/amsterdam/appartement-40332801-maria-austriastraat-730/?navigateSource=resultlist,€ 375.000 k.k.,€ 4.360,7 weken,Verkocht onder voorbehoud,In overleg,€ 131 per maand,Bovenwoning (appartement),Bestaande bouw,2005,Plat dak bedekt met bitumineuze dakbedekking,86 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,7e woonlaag,-,-,Volledig geïsoleerd,Stadsverwarming,1087KH,-,-,-,1087,1087KH,52.355779999999996,4.9969800000000015,375000,K.K.,4360,86
Albardagracht 66 T,https://www.funda.nl/koop/amsterdam/appartement-40324660-albardagracht-66-t/?navigateSource=resultlist,€ 325.000 k.k.,€ 3.652,8 weken,Verkocht onder voorbehoud,In overleg,€ 137 per maand,Galerijflat (appartement),Bestaande bouw,2014,-,89 m²,2 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,4e woonlaag,Lift,Niet beschikbaar,Volledig geïsoleerd,Stadsverwarming,1067DZ,-,-,-,1067,1067DZ,52.38048,4.80393,325000,K.K.,3652,89
Burgemeester Hogguerstraat 1133,https://www.funda.nl/koop/amsterdam/appartement-40329865-burgemeester-hogguerstraat-1133/?navigateSource=resultlist,€ 340.000 k.k.,€ 3.617,2 maanden,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,-,-,94 m²,6 m²,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,12e woonlaag,TV kabel en lift,"E 2,16 Wat betekent dit?",Dubbel glas,Blokverwarming,1064EJ,-,-,-,1064,1064EJ,52.3725,4.83004,340000,K.K.,3617,94
Schoorlstraat 200,https://www.funda.nl/koop/amsterdam/appartement-40327771-schoorlstraat-200/?navigateSource=resultlist,€ 225.000 k.k.,€ 3.409,2 maanden,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1965,-,66 m²,19 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,-,-,"C 1,31 Wat betekent dit?",-,Cv-ketel,1024PX,-,-,-,1024,1024PX,52.39497,4.94643,225000,K.K.,3409,66
Pieter Calandlaan 702,https://www.funda.nl/koop/amsterdam/appartement-40215380-pieter-calandlaan-702/?navigateSource=resultlist,€ 289.000 k.k.,€ 3.568,3 maanden,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1998,Plat dak bedekt met bitumineuze dakbedekking,81 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,1e woonlaag,"Mechanische ventilatie, alarminstallatie, TV kabel en lift",B Wat betekent dit?,-,Stadsverwarming,1060TX,-,-,-,1060,1060TX,52.35394,4.80995,289000,K.K.,3568,81
Van Nijenrodeweg 763,https://www.funda.nl/koop/amsterdam/appartement-40201354-van-nijenrodeweg-763/?navigateSource=resultlist,€ 375.000 k.k.,€ 4.213,3 maanden,Verkocht onder voorbehoud,In overleg,€ 230 per maand,Bovenwoning (appartement),Bestaande bouw,1964,Plat dak bedekt met bitumineuze dakbedekking,89 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,-,-,Dubbel glas,Stadsverwarming,1082JH,-,-,-,1082,1082JH,52.32763,4.87305,375000,K.K.,4213,89
1e Kekerstraat 141,https://www.funda.nl/koop/amsterdam/appartement-40291942-1e-kekerstraat-141/?navigateSource=resultlist,€ 275.000 k.k.,€ 2.750,4 maanden,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2007,Plat dak,100 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,5e woonlaag,Elektra,-,Volledig geïsoleerd,Stadsverwarming,1104VA,-,-,Parkeerkelder en parkeerplaats,1104,1104VA,52.313979,4.981067,275000,K.K.,2750,100
Eastonstraat 41,https://www.funda.nl/koop/amsterdam/appartement-40298030-eastonstraat-41/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.716,4 maanden,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1962,-,74 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,5e woonlaag,-,-,Dubbel glas,Blokverwarming,1068JA,-,-,-,1068,1068JA,52.35684000000001,4.81441,275000,K.K.,3716,74
Avogadrostraat 5 II,https://www.funda.nl/koop/amsterdam/appartement-40271562-avogadrostraat-5-ii/?navigateSource=resultlist,€ 375.000 k.k.,€ 5.000,4 maanden,Verkocht onder voorbehoud,In overleg,€ 240 per maand,Tussenverdieping (appartement),Bestaande bouw,1956,Plat dak bedekt met bitumineuze dakbedekking,75 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,2e woonlaag,Elektra,Niet beschikbaar,-,Blokverwarming,1098SN,-,-,-,1098,1098SN,52.35124,4.94275,375000,K.K.,5000,75
Louis Chrispijnstraat 19,https://www.funda.nl/koop/amsterdam/appartement-41426165-louis-chrispijnstraat-19/?navigateSource=resultlist,€ 235.000 k.k.,€ 4.196,10 oktober 2019,Beschikbaar,Per direct beschikbaar,€ 97 per maand,Benedenwoning,Bestaande bouw,1957,-,56 m²,5 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,Begane grond,TV kabel,Niet beschikbaar,-,-,1065HD,-,-,-,1065,1065HD,52.354240000000004,4.82385,235000,K.K.,4196,56
Groen van Prinstererstraat 79 hs,https://www.funda.nl/koop/amsterdam/appartement-41400610-groen-van-prinstererstraat-79-hs/?navigateSource=resultlist,€ 374.500 k.k.,€ 6.570,2 weken,Beschikbaar,In overleg,-,Benedenwoning,Bestaande bouw,Voor 1906,-,57 m²,27 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,Begane grond,-,Niet beschikbaar,-,Cv-ketel,1051EL,-,-,-,1051,1051EL,52.38334,4.87221,374500,K.K.,6570,57
Crack-State 61,https://www.funda.nl/koop/amsterdam/appartement-87814834-crack-state-61/?navigateSource=resultlist,€ 399.000 k.k.,€ 4.988,5 weken,Beschikbaar,Per direct beschikbaar,€ 178 per maand,Bovenwoning (appartement),Bestaande bouw,1964,-,80 m²,4 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,3e woonlaag,-,C Wat betekent dit?,-,-,1082TW,-,-,-,1082,1082TW,52.33383,4.87844,399000,K.K.,4988,80
Spanderswoudstraat 16,https://www.funda.nl/koop/amsterdam/appartement-40297905-spanderswoudstraat-16/?navigateSource=resultlist,€ 250.000 k.k.,€ 2.809,4 maanden,Beschikbaar,In overleg,-,Galerijflat,Bestaande bouw,1968,-,89 m²,7 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,2e woonlaag,-,-,-,Cv-ketel,1024LD,-,-,-,1024,1024LD,52.39088,4.95743,250000,K.K.,2809,89
Conny Stuartstraat 7,https://www.funda.nl/koop/amsterdam/appartement-40288842-conny-stuartstraat-7/?navigateSource=resultlist,€ 395.000 v.o.n.,€ 5.896,4 maanden,Beschikbaar,In overleg,-,Bovenwoning (appartement),Nieuwbouw,2020,-,67 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Lift en TV kabel,-,-,Stadsverwarming en gehele vloerverwarming,1031HZ,Woningborg garantiecertificaat,-,Parkeerplaats,1031,1031HZ,52.393771,4.9010110000000005,395000,V.O.N.,5896,67
Conny Stuartstraat 13,https://www.funda.nl/koop/amsterdam/appartement-40288756-conny-stuartstraat-13/?navigateSource=resultlist,€ 323.000 v.o.n.,€ 5.475,4 maanden,Beschikbaar,In overleg,-,Bovenwoning (appartement),Nieuwbouw,2020,-,59 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,Lift en TV kabel,-,-,Stadsverwarming en gehele vloerverwarming,1031HZ,Woningborg garantiecertificaat,-,Parkeerplaats,1031,1031HZ,52.393771,4.9010110000000005,323000,V.O.N.,5475,59
Antillenstraat 21 1,https://www.funda.nl/koop/amsterdam/appartement-49951930-antillenstraat-21-1/?navigateSource=resultlist,€ 395.000 k.k.,€ 6.583,6+ maanden,Beschikbaar,In overleg,-,Bovenwoning,Bestaande bouw,1930,Samengesteld dak,60 m²,60 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,TV kabel,-,Dubbel glas,Cv-ketel,1058GX,-,-,-,1058,1058GX,52.35939000000001,4.85113,395000,K.K.,6583,60
Maria Austriastraat 113,https://www.funda.nl/koop/amsterdam/appartement-41475312-maria-austriastraat-113/?navigateSource=resultlist,€ 350.000 k.k.,€ 4.167,3 weken,Onder bod,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2010,Dwarskap,84 m²,6 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,3e woonlaag,Elektra,-,Volledig geïsoleerd,Stadsverwarming,1087EK,-,-,Parkeerkelder,1087,1087EK,52.355779999999996,4.9969800000000015,350000,K.K.,4167,84
Kermispad 119,https://www.funda.nl/koop/amsterdam/appartement-41454584-kermispad-119/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.571,4 weken,Verkocht onder voorbehoud,In overleg,€ 116 per maand,Portiekflat (appartement),Bestaande bouw,1989,Plat dak,70 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,-,C Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1033ZB,-,-,-,1033,1033ZB,52.41714,4.88485,250000,K.K.,3571,70
Vespuccistraat 101 II,https://www.funda.nl/koop/amsterdam/appartement-41450619-vespuccistraat-101-ii/?navigateSource=resultlist,€ 375.000 k.k.,€ 6.466,5 weken,Verkocht onder voorbehoud,In overleg,€ 110 per maand,Bovenwoning (appartement),Bestaande bouw,1925,-,58 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,3e woonlaag,-,Niet beschikbaar,Dubbel glas,Cv-ketel,1056SK,-,-,-,1056,1056SK,52.37127,4.8533800000000005,375000,K.K.,6466,58
Ponserstraat 28,https://www.funda.nl/koop/amsterdam/appartement-40311931-ponserstraat-28/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.333,2 maanden,Verkocht onder voorbehoud,In overleg,-,Bovenwoning,Bestaande bouw,1990,Plat dak bedekt met bitumineuze dakbedekking,75 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,-,Mechanische ventilatie,-,-,Cv-ketel,1033DL,-,-,-,1033,1033DL,52.40362,4.89992,250000,K.K.,3333,75
Akerwateringstraat 159,https://www.funda.nl/koop/amsterdam/appartement-40331490-akerwateringstraat-159/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.022,7 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1969,-,91 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,-,Elektra,C Wat betekent dit?,-,-,1069GD,-,-,-,1069,1069GD,52.35451,4.78405,275000,K.K.,3022,91
Akerwateringstraat 155,https://www.funda.nl/koop/amsterdam/appartement-86631701-akerwateringstraat-155/?navigateSource=resultlist,€ 295.000 k.k.,€ 2.921,4 maanden,Verkocht onder voorbehoud,In overleg,€ 230 per maand,Maisonnette (appartement),Bestaande bouw,1969,-,101 m²,5 m²,4 kamers (3 slaapkamers),-,-,2 woonlagen,4e woonlaag,-,A Wat betekent dit?,-,-,1069GD,-,-,-,1069,1069GD,52.35451,4.78405,295000,K.K.,2921,101
Hoofdweg 397 -II,https://www.funda.nl/koop/amsterdam/appartement-40328161-hoofdweg-397-ii/?navigateSource=resultlist,€ 317.000 k.k.,€ 5.981,2 maanden,Verkocht onder voorbehoud,In overleg,€ 106 per maand,Bovenwoning,Bestaande bouw,1927,-,53 m²,44 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,-,D Wat betekent dit?,Dubbel glas,Cv-ketel,1056CS,-,-,-,1056,1056CS,52.37398,4.84821,317000,K.K.,5981,53
Van Nijenrodeweg 775,https://www.funda.nl/koop/amsterdam/appartement-40226249-van-nijenrodeweg-775/?navigateSource=resultlist,€ 395.000 k.k.,€ 4.540,3 maanden,Verkocht onder voorbehoud,In overleg,€ 294 per maand,Bovenwoning (appartement),Bestaande bouw,1964,Plat dak bedekt met bitumineuze dakbedekking,87 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,5e woonlaag,-,-,-,Stadsverwarming,1082JJ,-,-,-,1082,1082JJ,52.32763,4.87305,395000,K.K.,4540,87
Hoofdweg 285 - 3,https://www.funda.nl/koop/amsterdam/appartement-41410182-hoofdweg-285-3/?navigateSource=resultlist,€ 350.000 k.k.,€ 6.140,4 oktober 2019,Onder bod,In overleg,€ 96 per maand,Bovenwoning (appartement),Bestaande bouw,1925,Plat dak bedekt met bitumineuze dakbedekking,57 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,3e woonlaag,Mechanische ventilatie en TV kabel,Niet verplicht,Dubbel glas,Cv-ketel,1057CX,-,-,-,1057,1057CX,52.36372,4.85289,350000,K.K.,6140,57
Kinkerstraat 19 II,https://www.funda.nl/koop/amsterdam/appartement-87828937-kinkerstraat-19-ii/?navigateSource=resultlist,€ 375.000 k.k.,€ 6.466,3 weken,Onder bod,In overleg,€ 94 per maand,Bovenwoning (appartement),Bestaande bouw,1885,Samengesteld dak bedekt met pannen en bitumineuze dakbedekking,58 m²,8 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad,1 woonlaag,2e woonlaag,Mechanische ventilatie en TV kabel,C Wat betekent dit?,Dubbel glas,Cv-ketel,1053DC,Energie Prestatie Advies,-,-,1053,1053DC,52.36651,4.86942,375000,K.K.,6466,58
Bouvigne 16 3,https://www.funda.nl/koop/amsterdam/appartement-40333521-bouvigne-16-3/?navigateSource=resultlist,€ 395.000 k.k.,€ 5.267,7 weken,Verkocht onder voorbehoud,In overleg,€ 81 per maand,Maisonnette (appartement),Bestaande bouw,1959,Zadeldak bedekt met pannen,75 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,2 woonlagen,3e woonlaag,-,E Wat betekent dit?,Dubbel glas,Cv-ketel,1083BN,-,-,-,1083,1083BN,52.3264,4.88506,395000,K.K.,5267,75
Cornelis Krusemanstraat 85 hs,https://www.funda.nl/koop/amsterdam/appartement-40326613-cornelis-krusemanstraat-85-hs/?navigateSource=resultlist,€ 389.000 k.k.,€ 6.707,2 maanden,Verkocht onder voorbehoud,In overleg,€ 83 per maand,Benedenwoning (appartement),Bestaande bouw,1921,Plat dak bedekt met bitumineuze dakbedekking,58 m²,3 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Begane grond,Elektra,Niet verplicht,Dubbel glas,Cv-ketel,1075NK,-,-,-,1075,1075NK,52.35073,4.8610000000000015,389000,K.K.,6707,58
Savelsbos 8,https://www.funda.nl/koop/amsterdam/appartement-40325334-savelsbos-8/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.247,2 maanden,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1967,Plat dak bedekt met bitumineuze dakbedekking,77 m²,7 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,4e woonlaag,Elektra,"D 1,88 Wat betekent dit?",Dubbel glas,Cv-ketel,1025BE,Energie Prestatie Advies,-,-,1025,1025BE,52.40016,4.94433,250000,K.K.,3247,77
Wamelplein 151,https://www.funda.nl/koop/amsterdam/appartement-41424609-wamelplein-151/?navigateSource=resultlist,€ 185.000 k.k.,€ 2.803,Vandaag,Beschikbaar,In overleg,-,Portiekflat,Bestaande bouw,1983,-,66 m²,66 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1106DS,-,-,-,1106,1106DS,52.299459999999996,4.98838,185000,K.K.,2803,66
Herculesstraat 56 C,https://www.funda.nl/koop/amsterdam/appartement-41423392-herculesstraat-56-c/?navigateSource=resultlist,€ 350.000 k.k.,€ 6.250,Vandaag,Beschikbaar,In overleg,-,Portiekflat,Bestaande bouw,1931,-,56 m²,56 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1076SP,-,-,-,1076,1076SP,52.34774,4.86265,350000,K.K.,6250,56
Herculesstraat 62 A,https://www.funda.nl/koop/amsterdam/appartement-41411710-herculesstraat-62-a/?navigateSource=resultlist,€ 325.000 k.k.,€ 5.702,4 oktober 2019,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1931,-,57 m²,57 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,-,-,-,1076SP,-,-,-,1076,1076SP,52.34774,4.86265,325000,K.K.,5702,57
Boeroestraat 70,https://www.funda.nl/koop/amsterdam/appartement-41423935-boeroestraat-70/?navigateSource=resultlist,€ 365.000 k.k.,€ 4.679,14 oktober 2019,Beschikbaar,In overleg,-,Portiekflat,Bestaande bouw,1990,-,78 m²,78 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,"B 1,28 Wat betekent dit?",-,-,1095WB,-,-,-,1095,1095WB,52.36466,4.94311,365000,K.K.,4679,78
Schaepmanstraat 1 II,https://www.funda.nl/koop/amsterdam/appartement-41468775-schaepmanstraat-1-ii/?navigateSource=resultlist,€ 375.000 k.k.,€ 5.769,4 weken,Verkocht onder voorbehoud,In overleg,€ 98 per maand,Bovenwoning (appartement),Bestaande bouw,1937,-,65 m²,9 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,3e woonlaag,Elektra,D Wat betekent dit?,Dubbel glas,Cv-ketel,1051JC,-,-,-,1051,1051JC,52.37988,4.87015,375000,K.K.,5769,65
Julius Pergerstraat 13,https://www.funda.nl/koop/amsterdam/appartement-41467928-julius-pergerstraat-13/?navigateSource=resultlist,€ 375.000 k.k.,€ 4.630,4 weken,Onder bod,In overleg,€ 99 per maand,Galerijflat (appartement),Bestaande bouw,2007,-,81 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Mechanische ventilatie,A Wat betekent dit?,"Dakisolatie, muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",Stadsverwarming,1087KN,-,-,-,1087,1087KN,52.35217,5.0025699999999995,375000,K.K.,4630,81
Alkmaarstraat 209,https://www.funda.nl/koop/amsterdam/appartement-41456166-alkmaarstraat-209/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.788,5 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,-,Zadeldak bedekt met pannen,66 m²,17 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,4e woonlaag,TV kabel,"C 1,31 Wat betekent dit?",Dubbel glas,Cv-ketel,1024TN,Energie Prestatie Advies,-,-,1024,1024TN,52.39497,4.94969,250000,K.K.,3788,66
Javastraat 50 II,https://www.funda.nl/koop/amsterdam/appartement-40343805-javastraat-50-ii/?navigateSource=resultlist,€ 395.000 k.k.,€ 7.182,5 weken,Verkocht onder voorbehoud,In overleg,€ 60 per maand,Bovenwoning (appartement),Bestaande bouw,1902,Samengesteld dak bedekt met bitumineuze dakbedekking,55 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Mechanische ventilatie en TV kabel,E Wat betekent dit?,-,Cv-ketel,1094HJ,-,-,-,1094,1094HJ,52.36372,4.93468,395000,K.K.,7182,55
Elpermeer 210,https://www.funda.nl/koop/amsterdam/appartement-40322198-elpermeer-210/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.274,2 maanden,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1966,Plat dak,84 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,5e woonlaag,Elektra,B Wat betekent dit?,Muurisolatie en dubbel glas,Stadsverwarming,1025AN,-,-,-,1025,1025AN,52.40187,4.94735,275000,K.K.,3274,84
Elpermeer 196,https://www.funda.nl/koop/amsterdam/appartement-86647168-elpermeer-196/?navigateSource=resultlist,€ 275.000 k.k.,€ 3.274,4 maanden,-,-,-,Bovenwoning (appartement),Bestaande bouw,1966,-,-,267 m³,4 kamers (3 slaapkamers),-,-,-,-,-,-,-,-,1025AN,-,-,-,1025,1025AN,52.40187,4.94735,275000,K.K.,3274,0
Boterdiepstraat 56 I,https://www.funda.nl/koop/amsterdam/appartement-41492528-boterdiepstraat-56-i/?navigateSource=resultlist,€ 390.000 k.k.,€ 6.842,2 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1934,Plat dak,57 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,-,G Wat betekent dit?,-,Cv-ketel,1079SZ,-,-,-,1079,1079SZ,52.34317,4.90934,390000,K.K.,6842,57
Lederambachtstraat 106,https://www.funda.nl/koop/amsterdam/appartement-87812794-lederambachtstraat-106/?navigateSource=resultlist,€ 250.000 k.k.,€ 3.049,5 weken,Onder bod,In overleg,€ 219 per maand,Galerijflat (appartement),Bestaande bouw,1963,Plat dak bedekt met bitumineuze dakbedekking,82 m²,3 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,"Mechanische ventilatie, TV kabel en lift","C 1,42 Wat betekent dit?",Dubbel glas,Blokverwarming,1069HK,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-,1069,1069HK,52.355059999999995,4.79586,250000,K.K.,3049,82
Blasiusstraat 138 I,https://www.funda.nl/koop/amsterdam/appartement-86703590-blasiusstraat-138-i/?navigateSource=resultlist,€ 350.000 k.k.,€ 5.556,6 weken,Verkocht onder voorbehoud,In overleg,€ 100 per maand,Bovenwoning (appartement),Bestaande bouw,1954,Plat dak bedekt met bitumineuze dakbedekking,63 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,"Mechanische ventilatie, TV kabel, rookkanaal en schuifpui",D Wat betekent dit?,Dubbel glas,Cv-ketel,1091CZ,Energie Prestatie Advies,-,-,1091,1091CZ,52.35689,4.91044,350000,K.K.,5556,63
