Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Link,Keurmerken,Toegankelijkheid,Soort garage
€ 350.000 k.k.,€ 5.556,6 weken,Verkocht onder voorbehoud,In overleg,€ 100 per maand,Bovenwoning (appartement),Bestaande bouw,1954,Plat dak bedekt met bitumineuze dakbedekking,63 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,"Mechanische ventilatie, TV kabel, rookkanaal en schuifpui",D Wat betekent dit?,Dubbel glas,Cv-ketel,1091CZ,https://www.funda.nl/koop/amsterdam/appartement-86703590-blasiusstraat-138-i/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 350.000 k.k.,€ 4.268,7 weken,Verkocht onder voorbehoud,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,1965,Plat dak,82 m²,10 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Elektra,D Wat betekent dit?,Dubbel glas,Stadsverwarming,1083CR,https://www.funda.nl/koop/amsterdam/appartement-40330499-van-heenvlietlaan-392-2/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 2.273,6+ maanden,Verkocht onder voorbehoud,In overleg,-,Beneden + bovenwoning (appartement),Bestaande bouw,1670,Dwarskap bedekt met pannen en bitumineuze dakbedekking,110 m²,4 m²,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, douche en 2 toiletten",3 woonlagen,Begane grond,-,"G 2,55 Wat betekent dit?",-,Cv-ketel,1017TC,https://www.funda.nl/koop/amsterdam/appartement-40091658-derde-weteringdwarsstraat-44/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 3.041,2 weken,Onder bod,In overleg,€ 199 per maand,Bovenwoning (appartement),Bestaande bouw,1979,Plat dak,74 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,TV kabel en lift,"C 1,60 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1108HR,https://www.funda.nl/koop/amsterdam/appartement-41407372-liendenhof-251/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 4.118,5 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 143 per maand,Galerijflat (appartement),Bestaande bouw,1993,Plat dak,85 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,7e woonlaag,Elektra,"B 1,20 Wat betekent dit?",-,Cv-ketel,1062LC,https://www.funda.nl/koop/amsterdam/appartement-41450603-gerrit-mannourystraat-94/?navigateSource=resultlist,-,-,Parkeerplaats
€ 300.000 k.k.,€ 6.000,5 maanden,Verkocht onder voorbehoud,In overleg,€ 76 per maand,Bovenwoning (appartement),Bestaande bouw,-,-,50 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,Mechanische ventilatie en TV kabel,Niet beschikbaar,Vloerisolatie en dubbel glas,Cv-ketel,1056HL,https://www.funda.nl/koop/amsterdam/appartement-40134669-bestevaerstraat-119-i/?navigateSource=resultlist,-,-,-
€ 260.000 k.k.,€ 3.333,3 maanden,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1964,Plat dak bedekt met bitumineuze dakbedekking,78 m²,78 m²,4 kamers (3 slaapkamers),1 apart toilet,-,1 woonlaag,4e woonlaag,Mechanische ventilatie en TV kabel,"B 1,21 Wat betekent dit?",Dubbel glas,Cv-ketel,1024VZ,https://www.funda.nl/koop/amsterdam/appartement-86683473-bakkumstraat-40/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 3.693,4 maanden,Verkocht onder voorbehoud,In overleg,-,Benedenwoning,Bestaande bouw,2007,Plat dak,88 m²,88 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,Begane grond,Mechanische ventilatie,Niet beschikbaar,Dubbel glas,Cv-ketel en gehele vloerverwarming,1033WG,https://www.funda.nl/koop/amsterdam/appartement-86649481-marskramerstraat-138/?navigateSource=resultlist,-,-,-
€ 314.000 v.o.n.,€ 4.831,3 weken,Beschikbaar,In overleg,-,Bovenwoning,Nieuwbouw,2020,-,65 m²,6 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,-,-,Niet beschikbaar,-,Stadsverwarming en gehele vloerverwarming,1087VA,https://www.funda.nl/koop/amsterdam/appartement-87827882-muiderlaan-5/?navigateSource=resultlist,-,-,-
€ 365.000 k.k.,€ 5.703,6 weken,Verkocht onder voorbehoud,In overleg,€ 110 per maand,Bovenwoning (appartement),Bestaande bouw,1924,-,64 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,-,D Wat betekent dit?,Dubbel glas,Cv-ketel,1057RW,https://www.funda.nl/koop/amsterdam/appartement-40349080-hudsonstraat-3-i/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 4.518,3 maanden,Verkocht onder voorbehoud,In overleg,€ 145 per maand,Galerijflat (appartement),Bestaande bouw,2007,Plat dak bedekt met bitumineuze dakbedekking,83 m²,4 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,5e woonlaag,Elektra en stromend water,A Wat betekent dit?,"Dakisolatie, muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",Stadsverwarming,1061SE,https://www.funda.nl/koop/amsterdam/appartement-86673604-andries-copierstraat-106/?navigateSource=resultlist,-,-,-
€ 309.500 k.k.,€ 3.478,4 weken,Verkocht onder voorbehoud,In overleg,€ 249 per maand,Portiekflat (appartement),Bestaande bouw,1967,Plat dak bedekt met bitumineuze dakbedekking,89 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,TV kabel en lift,-,Dubbel glas,Blokverwarming,1068CT,https://www.funda.nl/koop/amsterdam/appartement-41453655-ruimzicht-181/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 5.072,2 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,-,Benedenwoning (appartement),Bestaande bouw,1988,Plat dak bedekt met bitumineuze dakbedekking,69 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,Elektra,"A 1,13 Wat betekent dit?",Dubbel glas,Cv-ketel,1055PK,https://www.funda.nl/koop/amsterdam/appartement-40311315-haarlemmerweg-493-a/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 399.000 k.k.,€ 6.435,3 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1928,Plat dak bedekt met bitumineuze dakbedekking,62 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,3e woonlaag,TV kabel,Niet beschikbaar,Dubbel glas,Cv-ketel,1079HJ,https://www.funda.nl/koop/amsterdam/appartement-41464997-rijnstraat-60-iii/?navigateSource=resultlist,-,-,-
€ 245.000 k.k.,€ 3.603,6 weken,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1989,Plat dak,68 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en douche,1 woonlaag,Begane grond,Elektra en stromend water,-,"Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1033WD,https://www.funda.nl/koop/amsterdam/appartement-40347897-reizigersweg-3/?navigateSource=resultlist,-,-,-
€ 239.000 k.k.,€ 3.064,7 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1968,Plat dak,78 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,4 woonlagen,3e woonlaag,Elektra,-,Dubbel glas,Cv-ketel,1024KJ,https://www.funda.nl/koop/amsterdam/appartement-40330978-corversbosstraat-79/?navigateSource=resultlist,-,-,-
€ 200.000 k.k.,€ 2.778,6 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1963,Plat dak bedekt met bitumineuze dakbedekking,72 m²,8 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,9e woonlaag,-,-,-,Blokverwarming,1069ED,https://www.funda.nl/koop/amsterdam/appartement-40346624-langswater-480/?navigateSource=resultlist,-,-,-
€ 265.000 k.k.,€ 3.272,6 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1989,-,81 m²,5 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,Mechanische ventilatie,-,"Dakisolatie, muurisolatie en dubbel glas",Cv-ketel,1033ZG,https://www.funda.nl/koop/amsterdam/appartement-40345083-circusplein-35/?navigateSource=resultlist,-,-,-
€ 299.000 k.k.,€ 5.980,7 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1941,-,50 m²,8 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,-,D Wat betekent dit?,-,Cv-ketel,1055HN,https://www.funda.nl/koop/amsterdam/appartement-40339284-granidastraat-60-ii/?navigateSource=resultlist,-,-,-
€ 395.000 k.k.,€ 5.985,4 maanden,Verkocht onder voorbehoud,In overleg,€ 100 per maand,Bovenwoning (appartement),Bestaande bouw,Voor 1906,-,66 m²,1 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,4e woonlaag,-,Niet beschikbaar,-,Cv-ketel,1074VS,https://www.funda.nl/koop/amsterdam/appartement-40261294-pieter-aertszstraat-96-iii/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 5.385,7 weken,Verkocht onder voorbehoud,In overleg,€ 129 per maand,Galerijflat (appartement),Bestaande bouw,1962,Plat dak bedekt met bitumineuze dakbedekking,65 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,"TV kabel, buitenzonwering en lift",D Wat betekent dit?,Geen isolatie,Cv-ketel,1083XE,https://www.funda.nl/koop/amsterdam/appartement-40338190-nedersticht-212/?navigateSource=resultlist,-,-,-
€ 285.000 k.k.,€ 5.700,2 weken,Verkocht onder voorbehoud,In overleg,€ 96 per maand,Bovenwoning (appartement),Bestaande bouw,1938,Plat dak,50 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,-,Niet beschikbaar,Gedeeltelijk dubbel glas,Gaskachels,1055BH,https://www.funda.nl/koop/amsterdam/appartement-41409096-lanseloetstraat-42-ii/?navigateSource=resultlist,-,-,-
€ 399.000 k.k.,€ 7.980,2 weken,Onder bod,In overleg,€ 50 per maand,Bovenwoning (appartement),Bestaande bouw,1921,Plat dak bedekt met bitumineuze dakbedekking,50 m²,20 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Mechanische ventilatie en TV kabel,"A 0,97 Wat betekent dit?",Volledig geïsoleerd en dubbel glas,Cv-ketel en gehele vloerverwarming,1059BV,https://www.funda.nl/koop/amsterdam/appartement-87862638-generaal-vetterstraat-6-b/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 340.000 k.k.,€ 6.800,2 weken,Verkocht onder voorbehoud,In overleg,€ 123 per maand,Bovenwoning (appartement),Bestaande bouw,1902,Plat dak bedekt met bitumineuze dakbedekking,50 m²,9 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Elektra,"A 1,16 Wat betekent dit?","Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1051KX,https://www.funda.nl/koop/amsterdam/appartement-41494196-haarlemmerweg-139-1/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 335.000 k.k.,€ 4.855,2 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 125 per maand,Bovenwoning (appartement),Bestaande bouw,1926,Zadeldak bedekt met pannen,69 m²,69 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,1e woonlaag,TV kabel,"D 1,97 Wat betekent dit?",Dubbel glas,Cv-ketel,1021HL,https://www.funda.nl/koop/amsterdam/appartement-41492961-fazantenweg-75/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 295.000 k.k.,€ 5.364,2 weken,Onder bod,In overleg,€ 140 per maand,Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,55 m²,11 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,D Wat betekent dit?,Geen isolatie,Cv-ketel,1091WS,https://www.funda.nl/koop/amsterdam/appartement-41491777-president-brandstraat-318/?navigateSource=resultlist,-,-,-
€ 339.000 k.k.,€ 5.060,2 weken,Onder bod,In overleg,€ 122 per maand,Galerijflat (appartement),Bestaande bouw,1984,Plat dak,67 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,2e woonlaag,Elektra,C Wat betekent dit?,Vloerisolatie en dubbel glas,Cv-ketel,1094PN,https://www.funda.nl/koop/amsterdam/appartement-41490276-insulindeweg-60-d/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 5.882,4 weken,Onder bod,In overleg,€ 100 per maand,Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,68 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,TV kabel,D Wat betekent dit?,Dubbel glas,Cv-ketel,1097ES,https://www.funda.nl/koop/amsterdam/appartement-41467162-pasteurstraat-35-i/?navigateSource=resultlist,-,-,-
€ 370.000 k.k.,€ 4.868,4 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 149 per maand,Bovenwoning (appartement),Bestaande bouw,1981,-,76 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,"C 1,39 Wat betekent dit?",Dubbel glas,Cv-ketel,1013SZ,https://www.funda.nl/koop/amsterdam/appartement-41467559-spaarndammerstraat-472/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 2.778,5 weken,Verkocht onder voorbehoud,In overleg,€ 112 per maand,Portiekflat (appartement),Bestaande bouw,1984,Plat dak bedekt met bitumineuze dakbedekking,81 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,B Wat betekent dit?,Geen isolatie,Cv-ketel,1104PB,https://www.funda.nl/koop/amsterdam/appartement-41451597-kolfschotenstraat-120/?navigateSource=resultlist,-,-,-
€ 399.000 k.k.,€ 5.700,5 weken,Verkocht onder voorbehoud,In overleg,€ 95 per maand,Bovenwoning (appartement),Bestaande bouw,1924,Plat dak,70 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,-,D Wat betekent dit?,Vloerisolatie en dubbel glas,Cv-ketel,1056HR,https://www.funda.nl/koop/amsterdam/appartement-41455573-bestevaerstraat-96-3/?navigateSource=resultlist,-,-,-
€ 330.000 k.k.,€ 6.226,6 weken,Verkocht onder voorbehoud,In overleg,€ 61 per maand,Bovenwoning (appartement),Bestaande bouw,1987,Plat dak,53 m²,53 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,TV kabel,A Wat betekent dit?,Dubbel glas,Cv-ketel,1073TN,https://www.funda.nl/koop/amsterdam/appartement-40340269-van-ostadestraat-241-d/?navigateSource=resultlist,-,-,-
€ 390.000 k.k.,€ 4.194,6 weken,Verkocht onder voorbehoud,In overleg,€ 104 per maand,Bovenwoning (dubbel bovenhuis),Bestaande bouw,1921,-,93 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,2e woonlaag,TV kabel en rookkanaal,F Wat betekent dit?,Dubbel glas,Cv-ketel,1021GP,https://www.funda.nl/koop/amsterdam/appartement-40347066-leeuwerikstraat-78-a/?navigateSource=resultlist,-,-,-
€ 310.000 k.k.,€ 5.167,7 weken,Verkocht onder voorbehoud,In overleg,€ 54 per maand,Bovenwoning (appartement),Bestaande bouw,1882,Samengesteld dak bedekt met bitumineuze dakbedekking,60 m²,10 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,2e woonlaag,Elektra,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1013SR,https://www.funda.nl/koop/amsterdam/appartement-40331695-spaarndammerstraat-19-ii/?navigateSource=resultlist,-,-,-
€ 385.000 k.k.,€ 5.347,2 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,€ 60 per maand,Bovenwoning (appartement),Bestaande bouw,1985,Plat dak,72 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel,C Wat betekent dit?,Dubbel glas,Cv-ketel,1018MR,https://www.funda.nl/koop/amsterdam/appartement-40317509-oostenburgervoorstraat-30/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 2.907,3 maanden,Verkocht onder voorbehoud,In overleg,€ 137 per maand,Benedenwoning (appartement),Bestaande bouw,1981,-,86 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,Begane grond,Mechanische ventilatie,C Wat betekent dit?,Dubbel glas,Cv-ketel,1107JT,https://www.funda.nl/koop/amsterdam/appartement-40220382-schaarsbergenstraat-65/?navigateSource=resultlist,-,-,-
€ 260.000 k.k.,€ 2.796,3 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,€ 215 per maand,Galerijflat (appartement),Bestaande bouw,1979,Plat dak,93 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,4e woonlaag,Elektra,"C 1,51 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1108GC,https://www.funda.nl/koop/amsterdam/appartement-40211067-leksmondhof-321/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 340.000 k.k.,€ 6.071,3 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,€ 105 per maand,Portiekwoning (appartement),Bestaande bouw,1887,Zadeldak bedekt met pannen,56 m²,17 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,"B 1,07 Wat betekent dit?",Dubbel glas,Cv-ketel,1051KP,https://www.funda.nl/koop/amsterdam/appartement-40200533-haarlemmerweg-53-i/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 399.000 k.k.,€ 6.234,4 maanden,Verkocht onder voorbehoud,In overleg,€ 154 per maand,Bovenwoning (appartement),Bestaande bouw,-,-,64 m²,38 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,4e woonlaag,Dakraam,-,-,Cv-ketel,1056BK,https://www.funda.nl/koop/amsterdam/appartement-86648817-jan-van-galenstraat-115-h/?navigateSource=resultlist,-,-,-
€ 260.000 k.k.,€ 3.768,4 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,€ 96 per maand,Portiekwoning (appartement),Bestaande bouw,1953,Plat dak,69 m²,13 m²,4 kamers (3 slaapkamers),1 badkamer,Douche,1 woonlaag,2e woonlaag,Elektra,"C 1,62 Wat betekent dit?",Dubbel glas,Cv-ketel,1064TG,https://www.funda.nl/koop/amsterdam/appartement-40285358-slauerhoffstraat-38-i/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 285.000 k.k.,€ 5.000,5 maanden,Verkocht onder voorbehoud,In overleg,€ 87 per maand,Bovenwoning,Bestaande bouw,1934,-,57 m²,9 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,1e woonlaag,-,D Wat betekent dit?,Dubbel glas,Cv-ketel,1055ED,https://www.funda.nl/koop/amsterdam/appartement-40135524-bos-en-lommerweg-130-i/?navigateSource=resultlist,-,-,-
€ 270.000 k.k.,€ 3.649,6+ maanden,Verkocht onder voorbehoud,Per direct beschikbaar,€ 105 per maand,Portiekwoning (appartement),Bestaande bouw,1953,Plat dak,74 m²,15 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,"E 2,16 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1064TH,https://www.funda.nl/koop/amsterdam/appartement-40190362-slauerhoffstraat-60-i/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 315.000 k.k.,€ 6.300,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 106 per maand,Portiekwoning (appartement),Bestaande bouw,1915,-,50 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,"C 1,64 Wat betekent dit?",Dubbel glas,Cv-ketel,1092GX,https://www.funda.nl/koop/amsterdam/appartement-40195460-laing-s-nekstraat-40-i/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 250.000 k.k.,€ 3.788,3 weken,Onder bod,In overleg,€ 83 per maand,Bovenwoning,Bestaande bouw,1965,Zadeldak,66 m²,17 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Elektra,"C 1,40 Wat betekent dit?",Muurisolatie en dubbel glas,Cv-ketel,1024TX,https://www.funda.nl/koop/amsterdam/appartement-87831120-groetstraat-51/?navigateSource=resultlist,-,-,-
€ 340.000 k.k.,€ 2.833,4 weken,Verkocht onder voorbehoud,Per direct beschikbaar,-,Portiekflat (appartement),Bestaande bouw,2007,Plat dak,120 m²,9 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,"Mechanische ventilatie, TV kabel en lift","A 1,27 Wat betekent dit?",Dubbel glas,Cv-ketel,1069LK,https://www.funda.nl/koop/amsterdam/appartement-41468063-baden-powellweg-52-c/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 340.000 k.k.,€ 2.833,4 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,2007,Plat dak,120 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,"B 1,13 Wat betekent dit?",Dubbel glas,Cv-ketel,1069LK,https://www.funda.nl/koop/amsterdam/appartement-41468898-baden-powellweg-50-c/?navigateSource=resultlist,Energie Prestatie Advies,-,Parkeerplaats
€ 325.000 k.k.,€ 6.132,4 weken,Onder bod,In overleg,€ 100 per maand,Bovenwoning (dubbel bovenhuis),Bestaande bouw,1882,Samengesteld dak,53 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,3e woonlaag,Mechanische ventilatie en TV kabel,D Wat betekent dit?,"Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1091GT,https://www.funda.nl/koop/amsterdam/appartement-41466515-eerste-oosterparkstraat-29-iii/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 5.970,4 weken,Verkocht onder voorbehoud,Per direct beschikbaar,€ 65 per maand,Bovenwoning (appartement),Bestaande bouw,1890,Plat dak bedekt met bitumineuze dakbedekking,67 m²,67 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,2e woonlaag,-,D Wat betekent dit?,Dubbel glas,Cv-ketel,1052JZ,https://www.funda.nl/koop/amsterdam/appartement-87816251-van-oldenbarneveldtstraat-99-2/?navigateSource=resultlist,-,-,-
€ 242.500 k.k.,€ 2.887,5 weken,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1969,Plat dak bedekt met bitumineuze dakbedekking,84 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,Begane grond,TV kabel en schuifpui,C Wat betekent dit?,Dubbel glas,Stadsverwarming,1102CA,https://www.funda.nl/koop/amsterdam/appartement-86707753-hoogoord-2-b/?navigateSource=resultlist,-,-,-
